,0,1,3
0,Current PE Ratio (Annualised),-,JMAS
1,Current PE Ratio (TTM),-,JMAS
2,Forward PE Ratio,-,JMAS
3,IHSG PE Ratio TTM (Median),-,JMAS
4,Earnings Yield (TTM)(%),-,JMAS
5,Current Price to Sales (TTM),-,JMAS
6,Current Price to Book Value,-,JMAS
7,Current Price To Cashflow (TTM),-,JMAS
8,Current Price To Free Cashflow (TTM),-,JMAS
9,EV to EBIT (TTM),-,JMAS
10,PEG Ratio,-,JMAS
11,PEG Ratio (3yr),-,JMAS
12,PEG (Forward),-,JMAS
