,0,1,3
0,Current PE Ratio (Annualised),81.03,ADHI
1,Current PE Ratio (TTM),49.25,ADHI
2,Forward PE Ratio,9.35,ADHI
3,IHSG PE Ratio TTM (Median),8.47,ADHI
4,Earnings Yield (TTM)(%),2.03%,ADHI
5,Current Price to Sales (TTM),0.25,ADHI
6,Current Price to Book Value,0.48,ADHI
7,Current Price To Cashflow (TTM),0.31,ADHI
8,Current Price To Free Cashflow (TTM),0.31,ADHI
9,EV to EBIT (TTM),8.92,ADHI
10,PEG Ratio,0.38,ADHI
11,PEG Ratio (3yr),-0.88,ADHI
12,PEG (Forward),0.15,ADHI
