,0,1,3
0,Current PE Ratio (Annualised),5.74,PBSA
1,Current PE Ratio (TTM),7.56,PBSA
2,Forward PE Ratio,-,PBSA
3,IHSG PE Ratio TTM (Median),8.47,PBSA
4,Earnings Yield (TTM)(%),13.23%,PBSA
5,Current Price to Sales (TTM),2.04,PBSA
6,Current Price to Book Value,1.46,PBSA
7,Current Price To Cashflow (TTM),16.43,PBSA
8,Current Price To Free Cashflow (TTM),37.61,PBSA
9,EV to EBIT (TTM),6.69,PBSA
10,PEG Ratio,0.08,PBSA
11,PEG Ratio (3yr),0.32,PBSA
12,PEG (Forward),-,PBSA
