,0,1,3
0,Current PE Ratio (Annualised),-7.49,PANR
1,Current PE Ratio (TTM),-3.66,PANR
2,Forward PE Ratio,-,PANR
3,IHSG PE Ratio TTM (Median),8.47,PANR
4,Earnings Yield (TTM)(%),-27.34%,PANR
5,Current Price to Sales (TTM),0.63,PANR
6,Current Price to Book Value,0.60,PANR
7,Current Price To Cashflow (TTM),0.08,PANR
8,Current Price To Free Cashflow (TTM),0.08,PANR
9,EV to EBIT (TTM),-14.95,PANR
10,PEG Ratio,-0.09,PANR
11,PEG Ratio (3yr),-0.09,PANR
12,PEG (Forward),-,PANR
