,0,1,3
0,Current PE Ratio (Annualised),13.21,BBRI
1,Current PE Ratio (TTM),15.09,BBRI
2,Forward PE Ratio,13.27,BBRI
3,IHSG PE Ratio TTM (Median),8.47,BBRI
4,Earnings Yield (TTM)(%),6.63%,BBRI
5,Current Price to Sales (TTM),3.87,BBRI
6,Current Price to Book Value,2.32,BBRI
7,Current Price To Cashflow (TTM),1.70,BBRI
8,Current Price To Free Cashflow (TTM),1.70,BBRI
9,EV to EBIT (TTM),11.47,BBRI
10,PEG Ratio,0.42,BBRI
11,PEG Ratio (3yr),-1.91,BBRI
12,PEG (Forward),0.34,BBRI
