,0,1,3
0,Current PE Ratio (Annualised),100.87,ARMY
1,Current PE Ratio (TTM),81.64,ARMY
2,Forward PE Ratio,-,ARMY
3,IHSG PE Ratio TTM (Median),8.47,ARMY
4,Earnings Yield (TTM)(%),1.22%,ARMY
5,Current Price to Sales (TTM),7.57,ARMY
6,Current Price to Book Value,0.31,ARMY
7,Current Price To Cashflow (TTM),0.02,ARMY
8,Current Price To Free Cashflow (TTM),0.02,ARMY
9,EV to EBIT (TTM),61.67,ARMY
10,PEG Ratio,4.08,ARMY
11,PEG Ratio (3yr),-6.42,ARMY
12,PEG (Forward),-,ARMY
