,0,1,3
0,Current PE Ratio (Annualised),23.12,KLBF
1,Current PE Ratio (TTM),22.78,KLBF
2,Forward PE Ratio,19.97,KLBF
3,IHSG PE Ratio TTM (Median),8.47,KLBF
4,Earnings Yield (TTM)(%),4.39%,KLBF
5,Current Price to Sales (TTM),2.73,KLBF
6,Current Price to Book Value,3.97,KLBF
7,Current Price To Cashflow (TTM),0.63,KLBF
8,Current Price To Free Cashflow (TTM),0.64,KLBF
9,EV to EBIT (TTM),17.55,KLBF
10,PEG Ratio,1.38,KLBF
11,PEG Ratio (3yr),2.53,KLBF
12,PEG (Forward),2.25,KLBF
