,0,1,3
0,Current PE Ratio (Annualised),-4.06,MTSM
1,Current PE Ratio (TTM),-6.88,MTSM
2,Forward PE Ratio,-,MTSM
3,IHSG PE Ratio TTM (Median),8.47,MTSM
4,Earnings Yield (TTM)(%),-14.53%,MTSM
5,Current Price to Sales (TTM),1.38,MTSM
6,Current Price to Book Value,0.98,MTSM
7,Current Price To Cashflow (TTM),0.06,MTSM
8,Current Price To Free Cashflow (TTM),0.06,MTSM
9,EV to EBIT (TTM),-4.89,MTSM
10,PEG Ratio,-0.11,MTSM
11,PEG Ratio (3yr),-,MTSM
12,PEG (Forward),-,MTSM
