,0,1,3
0,Current PE Ratio (Annualised),14.49,EAST
1,Current PE Ratio (TTM),17.40,EAST
2,Forward PE Ratio,-,EAST
3,IHSG PE Ratio TTM (Median),8.47,EAST
4,Earnings Yield (TTM)(%),5.75%,EAST
5,Current Price to Sales (TTM),5.61,EAST
6,Current Price to Book Value,1.55,EAST
7,Current Price To Cashflow (TTM),0.04,EAST
8,Current Price To Free Cashflow (TTM),0.04,EAST
9,EV to EBIT (TTM),14.58,EAST
10,PEG Ratio,0.13,EAST
11,PEG Ratio (3yr),-0.25,EAST
12,PEG (Forward),-,EAST
